	mean	std	min	max
momentum	0.9999979778922143	4.5129411319067003e-10	0.9999979774409202	0.9999979783435085
uvalence	1.9999794231368602	7.831502335520213e-09	1.9999794153053578	1.9999794309683625
dvalence	0.9999874395654924	2.142817306927114e-08	0.9999874181373194	0.9999874609936655
svalence	4.186270419589272e-06	9.910594487433366e-09	4.1763598251018386e-06	4.196181014076705e-06
cvalence	1.8288877726941559e-09	8.355618364378264e-10	9.933259362563295e-10	2.6644496091319823e-09
