group	dataset	id	replica 89
DEUTERON	NMC_NC_NOTFIXED_EM-F2	45	0.9802106779817907
DEUTERON	NMC_NC_NOTFIXED_EM-F2	46	0.9954869610902607
DEUTERON	NMC_NC_NOTFIXED_EM-F2	58	0.9705644253884761
DEUTERON	NMC_NC_NOTFIXED_EM-F2	59	0.9877886163091736
DEUTERON	NMC_NC_NOTFIXED_EM-F2	60	1.0197785993737698
DEUTERON	NMC_NC_NOTFIXED_EM-F2	72	0.9842278867161433
DEUTERON	NMC_NC_NOTFIXED_EM-F2	73	0.9662801754890457
DEUTERON	NMC_NC_NOTFIXED_EM-F2	74	0.9885184761658129
DEUTERON	NMC_NC_NOTFIXED_EM-F2	75	0.9847608687511726
DEUTERON	NMC_NC_NOTFIXED_EM-F2	86	0.9663679333760505
DEUTERON	NMC_NC_NOTFIXED_EM-F2	87	0.9552166169430857
DEUTERON	NMC_NC_NOTFIXED_EM-F2	88	0.997353534197876
DEUTERON	NMC_NC_NOTFIXED_EM-F2	89	0.978114395387277
DEUTERON	NMC_NC_NOTFIXED_EM-F2	90	0.9854640266187251
DEUTERON	NMC_NC_NOTFIXED_EM-F2	91	0.9547508664776236
DEUTERON	NMC_NC_NOTFIXED_EM-F2	101	0.9603937095468246
DEUTERON	NMC_NC_NOTFIXED_EM-F2	102	0.9670535766424408
DEUTERON	NMC_NC_NOTFIXED_EM-F2	103	0.9852993365976928
DEUTERON	NMC_NC_NOTFIXED_EM-F2	104	0.9551433960437177
DEUTERON	NMC_NC_NOTFIXED_EM-F2	105	0.9610714995272767
DEUTERON	NMC_NC_NOTFIXED_EM-F2	106	0.9811260414279777
DEUTERON	NMC_NC_NOTFIXED_EM-F2	107	0.9733368754603992
DEUTERON	NMC_NC_NOTFIXED_EM-F2	116	0.9517981773078424
DEUTERON	NMC_NC_NOTFIXED_EM-F2	117	0.952801959811734
DEUTERON	NMC_NC_NOTFIXED_EM-F2	118	0.9277611358817626
DEUTERON	NMC_NC_NOTFIXED_EM-F2	119	0.954606235359892
DEUTERON	NMC_NC_NOTFIXED_EM-F2	120	0.9569105683321618
DEUTERON	NMC_NC_NOTFIXED_EM-F2	121	0.9449852541215296
DEUTERON	NMC_NC_NOTFIXED_EM-F2	122	0.9244808349480483
DEUTERON	NMC_NC_NOTFIXED_EM-F2	123	0.95896902014634
DEUTERON	NMC_NC_NOTFIXED_EM-F2	131	0.952149776525816
DEUTERON	NMC_NC_NOTFIXED_EM-F2	132	0.94064052260568
DEUTERON	NMC_NC_NOTFIXED_EM-F2	133	0.9447511517597145
DEUTERON	NMC_NC_NOTFIXED_EM-F2	134	0.920177463230254
DEUTERON	NMC_NC_NOTFIXED_EM-F2	135	0.941072179110041
DEUTERON	NMC_NC_NOTFIXED_EM-F2	136	0.9297700429178574
DEUTERON	NMC_NC_NOTFIXED_EM-F2	137	0.9406631861590805
DEUTERON	NMC_NC_NOTFIXED_EM-F2	138	0.9743154087200523
DEUTERON	NMC_NC_NOTFIXED_EM-F2	139	0.9633358453712562
DEUTERON	NMC_NC_NOTFIXED_EM-F2	146	0.9274608200024687
DEUTERON	NMC_NC_NOTFIXED_EM-F2	147	0.9472210439818699
DEUTERON	NMC_NC_NOTFIXED_EM-F2	148	0.9291626465374326
DEUTERON	NMC_NC_NOTFIXED_EM-F2	149	0.9392679330236299
DEUTERON	NMC_NC_NOTFIXED_EM-F2	150	0.9357130376442572
DEUTERON	NMC_NC_NOTFIXED_EM-F2	151	0.925021898836689
DEUTERON	NMC_NC_NOTFIXED_EM-F2	152	0.9008024205281461
DEUTERON	NMC_NC_NOTFIXED_EM-F2	153	0.9320533069637432
DEUTERON	NMC_NC_NOTFIXED_EM-F2	154	0.8920786022220226
DEUTERON	NMC_NC_NOTFIXED_EM-F2	155	0.9298883772086635
DEUTERON	NMC_NC_NOTFIXED_EM-F2	161	0.9416951710122058
DEUTERON	NMC_NC_NOTFIXED_EM-F2	162	0.9445911026405804
DEUTERON	NMC_NC_NOTFIXED_EM-F2	163	0.9230728514612995
DEUTERON	NMC_NC_NOTFIXED_EM-F2	164	0.9149064914331809
DEUTERON	NMC_NC_NOTFIXED_EM-F2	165	0.8918987282694911
DEUTERON	NMC_NC_NOTFIXED_EM-F2	166	0.9071464209203551
DEUTERON	NMC_NC_NOTFIXED_EM-F2	167	0.908472563577595
DEUTERON	NMC_NC_NOTFIXED_EM-F2	168	0.9013133837793298
DEUTERON	NMC_NC_NOTFIXED_EM-F2	169	0.9210859883863872
DEUTERON	NMC_NC_NOTFIXED_EM-F2	170	0.8314538406547676
DEUTERON	NMC_NC_NOTFIXED_EM-F2	175	0.8948357208520135
DEUTERON	NMC_NC_NOTFIXED_EM-F2	176	0.9436252585579539
DEUTERON	NMC_NC_NOTFIXED_EM-F2	177	0.8961010738376776
DEUTERON	NMC_NC_NOTFIXED_EM-F2	178	0.8482159918058338
DEUTERON	NMC_NC_NOTFIXED_EM-F2	179	0.8784564735608241
DEUTERON	NMC_NC_NOTFIXED_EM-F2	180	0.8661578555538437
DEUTERON	NMC_NC_NOTFIXED_EM-F2	181	0.8523500961132439
DEUTERON	NMC_NC_NOTFIXED_EM-F2	182	0.8734828914343743
DEUTERON	NMC_NC_NOTFIXED_EM-F2	183	0.8526184080563664
DEUTERON	NMC_NC_NOTFIXED_EM-F2	184	0.872234000253023
DEUTERON	NMC_NC_NOTFIXED_EM-F2	185	0.8960200924353781
DEUTERON	NMC_NC_NOTFIXED_EM-F2	189	0.8747650823293985
DEUTERON	NMC_NC_NOTFIXED_EM-F2	190	0.855059215329224
DEUTERON	NMC_NC_NOTFIXED_EM-F2	191	0.8648429318010982
DEUTERON	NMC_NC_NOTFIXED_EM-F2	192	0.8560694257880027
DEUTERON	NMC_NC_NOTFIXED_EM-F2	193	0.8381861949962445
DEUTERON	NMC_NC_NOTFIXED_EM-F2	194	0.8459644927730131
DEUTERON	NMC_NC_NOTFIXED_EM-F2	195	0.8452425945207459
DEUTERON	NMC_NC_NOTFIXED_EM-F2	196	0.8547013578869319
DEUTERON	NMC_NC_NOTFIXED_EM-F2	197	0.8716811451849263
DEUTERON	NMC_NC_NOTFIXED_EM-F2	198	0.8443777483674246
DEUTERON	NMC_NC_NOTFIXED_EM-F2	199	0.7910587951681259
DEUTERON	NMC_NC_NOTFIXED_EM-F2	203	0.857333458048412
DEUTERON	NMC_NC_NOTFIXED_EM-F2	204	0.8442098302401422
DEUTERON	NMC_NC_NOTFIXED_EM-F2	205	0.8308809153355244
DEUTERON	NMC_NC_NOTFIXED_EM-F2	206	0.8234735837471134
DEUTERON	NMC_NC_NOTFIXED_EM-F2	207	0.8539713900151183
DEUTERON	NMC_NC_NOTFIXED_EM-F2	208	0.8077404190554934
DEUTERON	NMC_NC_NOTFIXED_EM-F2	209	0.8466526272447238
DEUTERON	NMC_NC_NOTFIXED_EM-F2	210	0.8159371953486375
DEUTERON	NMC_NC_NOTFIXED_EM-F2	211	0.8124761478911458
DEUTERON	NMC_NC_NOTFIXED_EM-F2	212	0.7486730986168072
DEUTERON	NMC_NC_NOTFIXED_EM-F2	213	0.7472376654449853
DEUTERON	NMC_NC_NOTFIXED_EM-F2	217	0.8074429290315817
DEUTERON	NMC_NC_NOTFIXED_EM-F2	218	0.7993473320003374
DEUTERON	NMC_NC_NOTFIXED_EM-F2	219	0.8138680785977213
DEUTERON	NMC_NC_NOTFIXED_EM-F2	220	0.7858721235356109
DEUTERON	NMC_NC_NOTFIXED_EM-F2	221	0.7900427590315868
DEUTERON	NMC_NC_NOTFIXED_EM-F2	222	0.8024533199900395
DEUTERON	NMC_NC_NOTFIXED_EM-F2	223	0.8172368051833121
DEUTERON	NMC_NC_NOTFIXED_EM-F2	224	0.7916158129218304
DEUTERON	NMC_NC_NOTFIXED_EM-F2	225	0.8102571989195416
DEUTERON	NMC_NC_NOTFIXED_EM-F2	226	0.7951617338219258
DEUTERON	NMC_NC_NOTFIXED_EM-F2	231	0.7210237001209879
DEUTERON	NMC_NC_NOTFIXED_EM-F2	232	0.7351938265375073
DEUTERON	NMC_NC_NOTFIXED_EM-F2	233	0.7607564716655623
DEUTERON	NMC_NC_NOTFIXED_EM-F2	234	0.7537611836346473
DEUTERON	NMC_NC_NOTFIXED_EM-F2	235	0.7425428173772259
DEUTERON	NMC_NC_NOTFIXED_EM-F2	236	0.7254232239936801
DEUTERON	NMC_NC_NOTFIXED_EM-F2	237	0.8036417471440335
DEUTERON	NMC_NC_NOTFIXED_EM-F2	238	0.7359526612902203
DEUTERON	NMC_NC_NOTFIXED_EM-F2	244	0.6806997821748604
DEUTERON	NMC_NC_NOTFIXED_EM-F2	245	0.7179120406653154
DEUTERON	NMC_NC_NOTFIXED_EM-F2	246	0.7463842013607832
